id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7306819258,birmingham,0,2015,ford,e350 bus,,,gas,55000,clean,automatic,,,,,,al
7306793614,birmingham,2300,1997,buick,lesabre,,6 cylinders,gas,201566,clean,automatic,1G4HR52KXVH453440,fwd,,,green,al
7306792875,birmingham,4950,2002,acura,rl,excellent,6 cylinders,gas,201000,clean,automatic,,,,sedan,,al
7306781109,birmingham,24990,2013,lexus,rx 350 sport utility 4d,good,6 cylinders,gas,27623,clean,other,JTJZK1BA2D2009576,fwd,,SUV,brown,al
7306782082,birmingham,4650,2002,chevrolet,trailblazer,excellent,6 cylinders,gas,139000,clean,automatic,,,,SUV,,al
7306768247,birmingham,21990,2017,infiniti,qx50 sport utility 4d,good,,other,27629,clean,automatic,JN1BJ0RP0HM384794,,,hatchback,blue,al
7306766642,birmingham,3950,2003,honda,civic ex,excellent,4 cylinders,gas,236890,clean,automatic,,,,,,al
7306741594,birmingham,11897,2013,gmc,terrain,,4 cylinders,gas,166458,clean,other,2GKALUEK4D6166455,fwd,,SUV,grey,al
7306741450,birmingham,14897,2012,jeep,grand cherokee,,6 cylinders,gas,112510,clean,other,1C4RJEAG7CC119745,rwd,,SUV,silver,al
7306715093,birmingham,25590,2018,mitsubishi,outlander phev sel,good,,other,25384,clean,other,JA4J24A52JZ032181,4wd,,other,black,al
7306708208,birmingham,1900,1999,buick,lesabre,,6 cylinders,gas,268994,clean,automatic,1G4HR52K4XH414622,fwd,,,,al
7306690950,birmingham,24800,2019,subaru,crosstrek,,4 cylinders,gas,15000,clean,automatic,,4wd,,,silver,al
7306684832,birmingham,34995,2017,ford,f250 sd xlt,,,gas,138052,clean,automatic,1FT7W2B61HEE45601,4wd,,,white,al
7306683018,birmingham,27590,2017,cadillac,xt5 luxury sport,good,,other,21360,clean,other,1GYKNBRSXHZ323483,fwd,,SUV,silver,al
7306670478,birmingham,50990,2017,mercedes-benz,s-class,,8 cylinders,gas,68643,clean,automatic,WDDUG8FB5HA318535,,,sedan,black,al
7306668118,birmingham,29950,2014,gmc,sierra 1500,excellent,8 cylinders,gas,139029,clean,automatic,,4wd,full-size,truck,black,al
7306647155,birmingham,44650,1942,,WILLYS MB,,,gas,30,clean,manual,,,,convertible,,al
7306636642,birmingham,28490,2020,nissan,murano,,,gas,6154,clean,automatic,5N1AZ2AJ2LN101363,fwd,,,blue,al
7306636641,birmingham,31968,2020,infiniti,q50,,,gas,27441,clean,automatic,JN1EV7AR9LM251385,,,,white,al
7306636586,birmingham,21334,2021,toyota,corolla,,,gas,7277,clean,automatic,5YFS4MCE4MP059799,fwd,,,white,al
7306630085,birmingham,26590,2017,infiniti,q70 3.7 sedan 4d,good,,other,34159,clean,automatic,JN1BY1AR5HM770805,,,sedan,,al
7306623109,birmingham,22950,2008,ram,3500,,,diesel,132162,clean,manual,3D7MX38A88G203369,4wd,,,red,al
7306623081,birmingham,3977,2002,volvo,s80,,,gas,114419,clean,automatic,YV1TS92D021272082,fwd,,,silver,al
7306615056,birmingham,1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7306593117,birmingham,32590,2013,lexus,ls 460 l sedan 4d,good,8 cylinders,gas,60271,clean,automatic,JTHDL5EF2D5005680,,,sedan,,al
7306588508,birmingham,2700,2004,nissan,maxima,good,6 cylinders,gas,200000,clean,automatic,,fwd,full-size,sedan,white,al
7306565136,birmingham,32990,2013,tesla,model s,,,electric,69961,clean,automatic,5YJSA1CP3DFP25751,rwd,,sedan,white,al
7306478192,birmingham,0,2006,cadillac,sts,,8 cylinders,gas,149033,clean,automatic,1G6DC67A860119663,rwd,,sedan,black,al
7306472445,birmingham,9800,2012,kia,soul,good,4 cylinders,gas,76117,clean,automatic,KNDJT2A53C7445782,fwd,mid-size,wagon,white,al
7306469701,birmingham,19900,2004,chevrolet,ssr,good,8 cylinders,gas,72333,clean,automatic,1GCES14P54B110212,rwd,full-size,pickup,silver,al
7306424341,birmingham,0,2013,acura,rdx,,6 cylinders,gas,186444,clean,automatic,5J8TB3H5XDL019721,fwd,,SUV,,al
7306423021,birmingham,6500,2011,toyota,camry xle,good,6 cylinders,gas,214000,clean,automatic,,,,sedan,black,al
7306356310,birmingham,3500,2009,hyundai,accent,,4 cylinders,gas,111387,rebuilt,automatic,KMHCN46C69U298613,fwd,,sedan,white,al
7306353067,birmingham,35500,2019,chevrolet,silverado 4x4,like new,8 cylinders,gas,7189,clean,automatic,2GCVKMEC4K1244686,4wd,full-size,truck,black,al
7306342905,birmingham,25000,2013,jeep,,excellent,,gas,111000,clean,automatic,,,,,black,al
7306325727,birmingham,0,2014,,Freightliner Cascadia,,,diesel,100,clean,automatic,,,,,,al
7306292125,birmingham,19995,2011,jeep,wrangler right hand drive,,,,87857,,manual,1J4BZ3H14BL602635,4wd,,SUV,,al
7306276653,birmingham,4250,2003,ford,crown victoria,,8 cylinders,gas,131282,clean,automatic,2FAFP74W93X151315,rwd,,sedan,red,al
7306271728,birmingham,6950,2002,ford,f350 super duty,excellent,8 cylinders,gas,240000,clean,automatic,,rwd,full-size,,white,al
7306251509,birmingham,2350,2001,gmc,safari slt,fair,6 cylinders,gas,250000,clean,automatic,,rwd,mid-size,van,brown,al
7306251399,birmingham,4980,2010,chevrolet,traverse,,,gas,208000,clean,automatic,,,,,,al
7306231804,birmingham,15590,2016,,Scion iM Hatchback 4D,good,,gas,32573,clean,other,JTNKARJE9GJ510268,fwd,,hatchback,green,al
7306231841,birmingham,15990,2016,,Scion iM Hatchback 4D,good,,gas,29652,clean,other,JTNKARJEXGJ517925,fwd,,hatchback,blue,al
7306210949,birmingham,6980,2008,mercedes-benz,benz c300,,,gas,148000,clean,automatic,,,,,,al
7306191878,birmingham,3999,2008,nissan,rogue,,4 cylinders,gas,197604,clean,automatic,JN8AS58V88W105085,4wd,,,blue,al
7306188002,birmingham,4625,2009,,Chevrolet/Trailblazer,excellent,6 cylinders,gas,199353,clean,automatic,,fwd,,,,al
7306172483,birmingham,29990,2018,acura,mdx sport utility 4d,good,,other,33727,clean,other,5J8YD3H30JL000010,,,SUV,silver,al
7306172391,birmingham,34590,2019,acura,mdx sh-awd sport utility,good,,other,27387,clean,other,5J8YD4H34KL004925,,,SUV,black,al
7306172314,birmingham,32990,2017,acura,mdx sh-awd sport utility,good,6 cylinders,gas,29322,clean,other,5J8YD4H54HL000710,,,SUV,white,al
7306153816,birmingham,14895,2015,audi,a3,,4 cylinders,gas,92822,clean,automatic,WAUBFGFF7F1091960,,,sedan,white,al
7306134436,birmingham,38750,2018,tesla,model 3,,,electric,14452,clean,automatic,,,,,,al
7306111194,birmingham,17989,2018,toyota,camry,,,gas,120943,clean,automatic,4T1B11HK3JU537162,fwd,,,silver,al
7306111168,birmingham,19425,2017,honda,accord,,,gas,34539,clean,automatic,1HGCR2F63HA165591,fwd,,,red,al
7306111148,birmingham,13595,2013,toyota,prius,,,gas,39949,clean,automatic,JTDKN3DUXD1727171,fwd,,,,al
7306108020,birmingham,10477,2012,ford,mustang,,,gas,139696,clean,manual,1ZVBP8AM0C5237354,rwd,,,black,al
7306107999,birmingham,4777,2007,kia,sedona,,,gas,127087,clean,automatic,KNDMB233476171743,fwd,,,blue,al
7306103912,birmingham,39500,2008,ford,f-650,like new,6 cylinders,diesel,13158,clean,manual,,rwd,full-size,truck,white,al
7306099993,birmingham,14990,2016,,Scion iM Hatchback 4D,good,,gas,65203,clean,other,JTNKARJE4GJ508198,fwd,,hatchback,red,al
7306098891,birmingham,26900,2016,dodge,grand caravan,,6 cylinders,gas,51510,clean,automatic,2C4RDGCG1GR274773,fwd,,,white,al
7306051221,birmingham,25495,2017,mercedes-benz,c-class,,4 cylinders,gas,42056,clean,automatic,55SWF4KB8HU214437,,,sedan,black,al
7306019391,birmingham,1300,1969,mercedes-benz,benz,,,gas,12774,clean,automatic,,,,,,al
7306002775,birmingham,7200,2014,hyundai,sonata,,,gas,101000,rebuilt,automatic,,,,,,al
7305965793,birmingham,12900,2013,nissan,frontier s king cab,good,4 cylinders,gas,47751,rebuilt,manual,1N6BD0CT7DN751279,rwd,full-size,pickup,silver,al
7305965022,birmingham,3999,2006,pontiac,grand prix,,6 cylinders,gas,207238,clean,automatic,2G2WP552061255472,fwd,,sedan,white,al
7305938792,birmingham,4795,2001,chevrolet,silverado,excellent,,gas,141005,clean,automatic,,,full-size,pickup,black,al
7305909848,birmingham,3500,2005,honda,odyssey,,6 cylinders,gas,197742,clean,automatic,5FNRL38785B000287,fwd,,van,silver,al
7305902080,birmingham,0,2014,ford,f550 4x4,,,diesel,0,clean,other,,,,other,white,al
7305902049,birmingham,6000,2012,honda,civic,,4 cylinders,gas,120000,rebuilt,automatic,,,,,silver,al
7305884251,birmingham,4500,2012,kia,soul,,,gas,120000,clean,automatic,,,,,silver,al
7305848451,birmingham,6950,2008,honda,civic exl,excellent,4 cylinders,gas,135000,clean,automatic,2HGFA16978H329516,fwd,mid-size,sedan,silver,al
7305847041,birmingham,5950,2008,honda,accord,excellent,4 cylinders,gas,190000,clean,automatic,JHMCP26468C032426,fwd,mid-size,sedan,grey,al
7305846211,birmingham,6350,2013,toyota,corolla le,excellent,4 cylinders,gas,184000,clean,automatic,5YFBU4EE7DP096004,fwd,mid-size,sedan,silver,al
7305838811,birmingham,3250,1997,ford,crown victoria,,8 cylinders,gas,210965,clean,automatic,2FALP73W6VX235633,rwd,,sedan,red,al
7305830482,birmingham,18900,2015,ford,f-150 supercab xlt,good,6 cylinders,gas,112165,clean,automatic,1FTEX1CP7FFD01645,rwd,full-size,truck,white,al
7305829824,birmingham,4900,2007,volkswagen,jetta gli fahrenheit,good,4 cylinders,gas,243730,clean,manual,3VWWJ71K67M176099,fwd,mid-size,sedan,yellow,al
7305829015,birmingham,16900,2017,chrysler,pacifica l,good,6 cylinders,gas,88987,clean,automatic,2C4RC1BG2HR539848,fwd,full-size,mini-van,silver,al
7305796028,birmingham,199,2017,dodge,charger,,,gas,21737,clean,automatic,,,,,,al
7305755171,birmingham,57590,2018,cadillac,escalade esv luxury,good,8 cylinders,gas,28453,clean,other,1GYS4HKJ0JR291365,4wd,,SUV,,al
7305754391,birmingham,4400,2003,lexus,rx 300,,6 cylinders,gas,193058,clean,automatic,JTJGF10UX30153153,fwd,,SUV,blue,al
7305748708,birmingham,5500,1988,mercedes-benz,560,fair,,diesel,177607,clean,manual,,,mid-size,convertible,white,al
7305726265,birmingham,4800,2010,chevrolet,malibu ls,like new,4 cylinders,gas,155071,clean,automatic,,fwd,full-size,sedan,white,al
7305700495,birmingham,45990,2018,mercedes-benz,e-class e 400,good,,other,29520,clean,other,WDD1J6GB6JF011665,,,coupe,black,al
7305700381,birmingham,18590,2018,hyundai,sonata sel sedan 4d,good,,gas,22075,clean,other,5NPE34AF7JH658815,fwd,,sedan,white,al
7305679046,birmingham,19995,2015,ford,transit 250,,,gas,150000,clean,automatic,,rwd,,,,al
7305668545,birmingham,2950,1963,chevrolet,corvair convertible,fair,4 cylinders,gas,1164,missing,manual,,rwd,compact,convertible,blue,al
7305665954,birmingham,4250,2007,chrysler,pt cruiser,,4 cylinders,gas,94093,clean,automatic,3A8FY68B77T582695,fwd,,sedan,red,al
7305659436,birmingham,0,2020,honda,pilot,excellent,6 cylinders,gas,15299,clean,automatic,5FNYF5H33LB004241,fwd,,SUV,white,al
7305652176,birmingham,27590,2018,alfa-romeo,romeo giulia sedan 4d,good,,gas,11007,clean,other,ZARFAEDN0J7565017,,,sedan,white,al
7305630376,birmingham,6500,2010,honda,accord,good,,gas,174000,clean,automatic,,,,sedan,grey,al
7305625501,birmingham,33990,2016,chevrolet,silverado 1500,,8 cylinders,,117895,clean,automatic,3GCUKSEC9GG266780,4wd,,pickup,white,al
7305621413,birmingham,0,2012,ram,3500 laramie 4x4,like new,6 cylinders,diesel,9999999,clean,automatic,,4wd,full-size,truck,red,al
7305617025,birmingham,0,2013,gmc,sierra 2500 hd denali 4x4,like new,8 cylinders,diesel,9999999,clean,automatic,,4wd,full-size,truck,red,al
7305615816,birmingham,0,2014,chevrolet,silverado z71 4x4,like new,8 cylinders,gas,9999999,clean,automatic,,4wd,full-size,truck,white,al
7305614933,birmingham,17990,2018,ford,edge sel,like new,6 cylinders,gas,101000,clean,automatic,,fwd,mid-size,SUV,blue,al
7305614401,birmingham,11990,2011,audi,a3 tdi premium plus,like new,4 cylinders,diesel,70000,clean,automatic,,fwd,mid-size,sedan,black,al
7305613532,birmingham,0,2014,ram,2500 slt 4x4,like new,6 cylinders,diesel,1111111,clean,automatic,,4wd,full-size,truck,white,al
7305612757,birmingham,25990,2008,ram,2500 mega cab 4x4,like new,6 cylinders,diesel,172000,clean,automatic,,4wd,full-size,truck,red,al
7305612073,birmingham,0,2018,chevrolet,silverado 3500 ltz 4x4,like new,8 cylinders,diesel,9999999,clean,automatic,,4wd,full-size,truck,black,al
7305607276,birmingham,0,2015,gmc,yukon denali xl,like new,8 cylinders,gas,1111111,clean,automatic,,rwd,full-size,SUV,grey,al
7305606661,birmingham,21590,2016,acura,rdx sport utility 4d,good,,other,37793,clean,automatic,5J8TB3H3XGL016949,fwd,,SUV,,al
7305601435,birmingham,0,2014,toyota,highlander limited awd,like new,6 cylinders,gas,88000,clean,automatic,,4wd,mid-size,SUV,custom,al
7305596098,birmingham,0,2015,ford,f150 platinum 4x4,like new,6 cylinders,gas,1111111,clean,automatic,,4wd,full-size,truck,silver,al
7305589846,birmingham,0,2014,ford,f150 xlt 4x4,like new,8 cylinders,gas,8888888,clean,automatic,,4wd,full-size,truck,blue,al
7305582284,birmingham,37998,2020,nissan,maxima,,,gas,23783,clean,automatic,1N4AA6FV0LC373152,fwd,,,blue,al
7305582271,birmingham,26589,2019,nissan,frontier,,,gas,7067,clean,automatic,1N6DD0ER1KN781465,rwd,,,black,al
7305582273,birmingham,26500,2019,nissan,altima,,,gas,13544,clean,automatic,1N4AL4FV2KC256492,fwd,,,,al
7305579239,birmingham,40888,2020,jeep,gladiator,like new,6 cylinders,gas,27955,clean,automatic,,4wd,mid-size,SUV,black,al
7305578892,birmingham,1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7305578237,birmingham,10477,2018,nissan,versa,,,gas,58050,clean,automatic,3N1CN7AP7JL813622,fwd,,,,al
7305578187,birmingham,14777,2003,mercedes-benz,sl-class,,,gas,87180,clean,automatic,WDBSK75F63F019774,rwd,,,silver,al
7305575903,birmingham,29500,2018,mercedes-benz,benz,like new,,gas,18000,clean,manual,,,,sedan,white,al
7305542284,birmingham,14990,2019,kia,soul wagon 4d,good,,gas,7007,clean,other,KNDJN2A27K7012206,fwd,,wagon,black,al
7305531803,birmingham,3500,2001,buick,park avenue,good,6 cylinders,gas,1000,clean,automatic,,fwd,full-size,sedan,brown,al
7305517981,birmingham,29500,2016,ford,mustang,,8 cylinders,gas,36772,clean,automatic,1FA6P8CF7G5283231,rwd,,coupe,blue,al
7305435075,birmingham,2450,2001,ford,taurus,,6 cylinders,gas,161662,clean,automatic,1FAFP55U71A194378,fwd,,sedan,green,al
7305412372,birmingham,7900,1987,mercury,grand marquis,,,gas,83000,clean,automatic,,,,,,al
7305410023,birmingham,3900,1977,ford,f-150,,,gas,100000,clean,manual,,,,,,al
7305386288,birmingham,3500,2006,ford,freestyle,,6 cylinders,gas,214775,clean,automatic,1FMZK02146GA31559,fwd,,SUV,blue,al
7305377226,birmingham,38000,2020,chevrolet,colorado crew cab lt,like new,4 cylinders,diesel,8932,clean,automatic,,rwd,mid-size,pickup,white,al
7305373718,birmingham,7980,2009,nissan,maxima,,6 cylinders,gas,163837,,automatic,1N4AA51E69C841542,fwd,,sedan,grey,al
7305355147,birmingham,5980,2010,ford,fusion,,4 cylinders,gas,178753,,manual,3FAHP0HA8AR254400,fwd,,sedan,red,al
7305335644,birmingham,6980,2010,nissan,pathfinder,,6 cylinders,gas,186334,,manual,5N1AR1NN3AC600236,rwd,,SUV,grey,al
7305325474,birmingham,3850,2003,dodge,durango,,8 cylinders,gas,215604,clean,automatic,1D4HR38N13F620886,rwd,,SUV,blue,al
7305314961,birmingham,0,2012,chevrolet,traverse,,6 cylinders,gas,133167,,automatic,1GNKRFED8CJ339608,fwd,,SUV,white,al
7305293615,birmingham,5980,2009,buick,enclave,,6 cylinders,gas,160419,,manual,5GAER13D89J193779,rwd,,SUV,silver,al
7305271229,birmingham,3850,2004,nissan,titan,,8 cylinders,gas,319746,,automatic,1N6AA06B84N529244,4wd,,pickup,red,al
7305238032,birmingham,3800,2003,chrysler,pt cruiser gt,good,4 cylinders,gas,150000,clean,automatic,,,mid-size,sedan,,al
7305237464,birmingham,36590,2018,audi,q5 prestige sport utility,good,,gas,32409,clean,other,WA1CNAFY2J2139581,,,SUV,red,al
7305237407,birmingham,28990,2018,lincoln,mkx select sport utility,good,6 cylinders,gas,27343,clean,other,2LMPJ8KR4JBL11498,,,SUV,,al
7305229359,birmingham,5800,2012,ford,escape,excellent,4 cylinders,gas,160000,clean,automatic,,fwd,mid-size,SUV,silver,al
7305221733,birmingham,4500,2006,honda,civic,good,4 cylinders,gas,170000,clean,automatic,,fwd,mid-size,sedan,white,al
7305221156,birmingham,4200,2007,honda,odyssey,good,6 cylinders,gas,195000,clean,automatic,,fwd,mid-size,mini-van,green,al
7305221147,birmingham,13400,2012,nissan,murano sl,,,gas,90255,clean,automatic,,,,SUV,white,al
7305220570,birmingham,15000,2003,volvo,vnl 780,good,,diesel,1000000,clean,manual,,,full-size,truck,white,al
7305219766,birmingham,55000,2002,,freightliner fl60,excellent,,diesel,110000,clean,automatic,,,mid-size,truck,white,al
7305218100,birmingham,5500,2008,ford,focus,excellent,6 cylinders,gas,115000,clean,automatic,,,mid-size,sedan,,al
7305217525,birmingham,5500,2009,jeep,patriot,good,6 cylinders,gas,158000,clean,automatic,,rwd,mid-size,SUV,silver,al
7305217058,birmingham,4500,2008,dodge,durango,excellent,8 cylinders,gas,190000,clean,automatic,,rwd,full-size,SUV,,al
7305165451,birmingham,25590,2017,jaguar,xf 20d premium sedan 4d,good,,other,27662,clean,automatic,SAJBD4BN2HCY32254,rwd,,sedan,white,al
7305165413,birmingham,35990,2019,bmw,5 series 530e xdrive,good,,gas,19260,clean,other,WBAJB1C56KB375682,,,sedan,white,al
7305144996,birmingham,8500,1968,ford,fairlane ranchero,excellent,8 cylinders,gas,100000,clean,automatic,,fwd,compact,other,green,al
7305144788,birmingham,16990,2015,honda,accord sedan,,6 cylinders,gas,82023,clean,automatic,1HGCR3F83FA035024,fwd,,sedan,white,al
7305121999,birmingham,35990,2020,infiniti,q60 3.0t pure coupe 2d,good,6 cylinders,gas,8677,clean,other,JN1EV7EK2LM340938,rwd,,coupe,black,al
7305114567,birmingham,3000,2002,buick,lesabre,excellent,6 cylinders,gas,101000,clean,automatic,1G4HP54K724165493,fwd,mid-size,sedan,,al
7305114571,birmingham,38500,2019,infiniti,q60,,,gas,17182,clean,automatic,JN1EV7EL3KM291434,,,,blue,al
7305114542,birmingham,21988,2016,ford,edge,,,gas,49992,clean,automatic,2FMPK3K83GBB47897,fwd,,,,al
7305114536,birmingham,15988,2017,hyundai,veloster,,,gas,24546,clean,automatic,KMHTC6AD9HU323343,fwd,,,silver,al
7305111890,birmingham,21977,2017,chevrolet,express 3500,,,gas,42760,clean,automatic,1GAZGPFG9H1151840,rwd,,,white,al
7305111847,birmingham,30477,2016,chevrolet,tahoe,,,gas,98256,clean,automatic,1GNSCBKC9GR340456,,,,red,al
7305087629,birmingham,30990,2018,lexus,nx 300h sport utility 4d,good,,hybrid,27205,clean,automatic,JTJBJRBZXJ2094073,,,hatchback,silver,al
7305064413,birmingham,14395,2016,kia,soul,,4 cylinders,gas,32819,clean,automatic,KNDJP3A51G7852936,fwd,,wagon,silver,al
7305001218,birmingham,4300,2012,kia,soul,,4 cylinders,gas,174053,clean,automatic,KNDJT2A56C7421511,fwd,,wagon,silver,al
7304975226,birmingham,3650,2006,chevrolet,trailblazer,,6 cylinders,gas,184925,clean,automatic,1GNDT13S562337358,4wd,,SUV,,al
7304943462,birmingham,3650,2008,chevrolet,impala,,6 cylinders,,149186,clean,automatic,2G1WT55KX89190263,fwd,,sedan,grey,al
7304939955,birmingham,34850,2017,nissan,titan xd pro 4x,good,8 cylinders,gas,50000,clean,automatic,,4wd,,,black,al
7304936759,birmingham,12500,2008,ford,ranger xlt,excellent,6 cylinders,gas,141345,clean,automatic,,rwd,,truck,grey,al
7304933010,birmingham,6995,2011,volkswagen,jetta sel,excellent,5 cylinders,gas,172752,clean,automatic,,fwd,,sedan,black,al
7304930793,birmingham,18950,2010,ford,f150 lariat supercrew 4x4,good,8 cylinders,gas,151403,clean,automatic,,4wd,,pickup,black,al
7304928623,birmingham,12950,2005,bmw,z4,excellent,6 cylinders,gas,69586,clean,automatic,,rwd,,convertible,white,al
7304925415,birmingham,7480,2013,hyundai,sonata,,4 cylinders,gas,117271,,automatic,5NPEB4AC2DH527384,fwd,,sedan,blue,al
7304923833,birmingham,10950,2009,lexus,rx350,excellent,6 cylinders,gas,191955,clean,automatic,,4wd,full-size,SUV,white,al
7304922384,birmingham,4950,2011,ford,taurus se,,,gas,104244,rebuilt,automatic,,,,,,al
7304921716,birmingham,13950,2006,lexus,gx470,good,8 cylinders,gas,178790,clean,automatic,,4wd,full-size,SUV,,al
7304906285,birmingham,3650,2008,hyundai,elantra,,4 cylinders,gas,137161,rebuilt,manual,KMHDU46D18U458458,fwd,,sedan,grey,al
7304906223,birmingham,5980,2013,jeep,patriot,,4 cylinders,gas,106290,,manual,1C4NJPBA7DD260203,fwd,,SUV,white,al
7304896067,birmingham,9800,2007,chevrolet,tahoe,good,,gas,220780,clean,automatic,,,full-size,,silver,al
7304888974,birmingham,27500,2018,acura,tlx,good,6 cylinders,gas,21115,clean,automatic,19UUB2F54JA012739,fwd,,sedan,black,al
7304888907,birmingham,19900,2018,kia,sportage,good,4 cylinders,gas,35823,clean,automatic,KNDPN3AC4J7344398,fwd,full-size,SUV,black,al
7304888869,birmingham,17900,2013,ram,1500,good,8 cylinders,gas,153943,clean,automatic,1C6RR7GT0DS689917,4wd,full-size,truck,white,al
7304888853,birmingham,14900,2015,subaru,xv crosstrek,good,4 cylinders,gas,97061,clean,automatic,JF2GPAMC8F8246097,4wd,full-size,SUV,orange,al
7304888822,birmingham,20900,2013,ford,f-150,good,6 cylinders,gas,152233,clean,automatic,1FTFW1ET1DKE39106,4wd,full-size,truck,grey,al
7304885189,birmingham,5980,2006,chrysler,300,,8 cylinders,gas,160566,,automatic,2C3KA63H96H518644,rwd,,sedan,white,al
7304884810,birmingham,7400,2007,lexus,rx350,good,6 cylinders,gas,181000,clean,automatic,2T2GK31U57C025466,fwd,mid-size,SUV,white,al
7304879531,birmingham,12900,2015,volkswagen,passat,excellent,4 cylinders,diesel,74400,clean,automatic,1NXBU40E79Z035670,fwd,mid-size,sedan,white,al
7304871964,birmingham,3900,2001,honda,civic,,4 cylinders,gas,144000,clean,automatic,1HGES16551L064786,fwd,compact,sedan,black,al
7304871378,birmingham,7500,2011,kia,soul,excellent,4 cylinders,gas,51000,clean,automatic,KNDJT2A23B7709278,fwd,compact,SUV,silver,al
7304863686,birmingham,5500,2007,toyota,yaris,excellent,4 cylinders,gas,51000,clean,manual,JTDJT923675130076,fwd,compact,hatchback,blue,al
7304863364,birmingham,5980,2008,chevrolet,impala,,6 cylinders,,165596,,automatic,2G1WT58K989262310,fwd,,sedan,black,al
7304863260,birmingham,3525,2005,mercedes-benz,c-class,,4 cylinders,gas,79101,clean,automatic,WDBRF40J55F569287,rwd,,sedan,silver,al
7304860086,birmingham,6500,2013,volkswagen,jetta,excellent,4 cylinders,gas,135000,clean,automatic,3VWDX7AJ0DM207663,fwd,compact,sedan,,al
7304851381,birmingham,13500,2011,audi,q7,good,,gas,145000,clean,automatic,,,,,,al
7304840112,birmingham,6980,2008,mercedes-benz,c-class,,6 cylinders,gas,148095,,automatic,WDDGF54X38F132654,rwd,,sedan,black,al
7304815758,birmingham,5980,2005,nissan,xterra,,6 cylinders,gas,198576,,manual,5N1AN08W65C610629,,,SUV,silver,al
7304815618,birmingham,3450,2007,ford,taurus,,6 cylinders,gas,164421,clean,automatic,1FAFP53U87A108605,fwd,,sedan,,al
7304803940,birmingham,20000,2014,jeep,grand cherokee,like new,,gas,167821,clean,automatic,,,,SUV,white,al
7304789522,birmingham,7980,2008,nissan,titan,,8 cylinders,,200850,,automatic,1N6BA06A18N315813,rwd,,pickup,white,al
7304783155,birmingham,28590,2017,dodge,challenger r/t shaker,good,,other,65817,clean,other,2C3CDZBT7HH578735,rwd,,coupe,green,al
7304763306,birmingham,5480,2005,dodge,durango,,8 cylinders,gas,178667,,automatic,1D4HD48N95F540954,rwd,,SUV,,al
7304763219,birmingham,2800,2006,ford,taurus,,6 cylinders,gas,230108,clean,automatic,1FAFP53U56A238775,fwd,,sedan,white,al
7304755268,birmingham,0,2013,rover,evoque,,,gas,112000,clean,automatic,,,,,,al
7304750558,birmingham,41990,2019,toyota,4runner limited,good,6 cylinders,gas,32326,clean,other,JTEZU5JR2K5198622,,,SUV,black,al
7304743807,birmingham,11400,2013,kia,sportage,,4 cylinders,gas,92986,clean,other,KNDPBCA2XD7460869,4wd,,SUV,blue,al
7304743503,birmingham,11587,2013,ford,escape,,4 cylinders,gas,215046,clean,other,1FMCU0J92DUD22213,fwd,,SUV,black,al
7304736829,birmingham,6980,2006,infiniti,g35 sedan,,6 cylinders,gas,144632,,automatic,JNKCV51F96M615144,,,sedan,grey,al
7304710477,birmingham,4450,2004,cadillac,srx,,6 cylinders,gas,144850,clean,automatic,1GYDE637940132303,rwd,,SUV,white,al
7304710296,birmingham,7980,2009,bmw,x5,,6 cylinders,gas,123000,,manual,5UXFE43579L269262,rwd,,SUV,grey,al
7304691719,birmingham,36590,2017,chevrolet,tahoe lt sport utility,good,,other,60476,clean,other,1GNSCBKC1HR284238,,,SUV,silver,al
7304691684,birmingham,18590,2017,toyota,camry le sedan 4d,good,,gas,30223,clean,other,4T1BF1FK4HU421581,fwd,,sedan,silver,al
7304691593,birmingham,15990,2018,ford,focus se hatchback 4d,good,,other,14178,clean,other,1FADP3K25JL291324,,,hatchback,white,al
7304691491,birmingham,53700,,,ierra 1500,,8 cylinders,gas,35676,,automatic,3GTP9EED8LG120707,4wd,,pickup,grey,al
7304667285,birmingham,29980,2016,infiniti,qx80,,8 cylinders,gas,113427,clean,automatic,JN8AZ2NF7G9611673,rwd,,SUV,white,al
7304633761,birmingham,7988,2014,toyota,yaris,,,gas,94109,clean,automatic,JTDJTUD37ED582444,fwd,,,red,al
7304633749,birmingham,12654,2014,chevrolet,traverse,,,gas,106986,clean,automatic,1GNKRFED6EJ110332,fwd,,,,al
7304633710,birmingham,37988,2020,nissan,armada,,,gas,10981,clean,automatic,JN8AY2ND1LX015482,rwd,,,silver,al
7304629471,birmingham,30777,2015,chevrolet,suburban,,,gas,100124,clean,automatic,1GNSKKKC0FR573238,4wd,,,black,al
7304629453,birmingham,4177,2004,hyundai,sonata,,,gas,127131,clean,automatic,KMHWF25S64A926445,fwd,,,black,al
7304619784,birmingham,1000,2021,,SPECIAL FINANCE PROGRAM 2021,fair,other,other,1400,clean,other,,,full-size,bus,green,al
7304604496,birmingham,21590,2016,dodge,charger sxt sedan 4d,good,,other,45097,clean,automatic,2C3CDXHG0GH346216,rwd,,sedan,silver,al
7304572221,birmingham,35990,2016,ford,f-150,,6 cylinders,gas,57838,clean,automatic,1FTFW1EGXGFA01765,4wd,,pickup,black,al
